product_id,url,domain,category,subcategory,product_name
202c05002,https://www.cdiscount.com/maison/meubles-mobilier/armando-armoire-de-salle-de-bain-l-50-cm-blanc-m/f-11760040103-202c05002.html,www.cdiscount.com,maison,meubles-mobilier,armando-armoire-de-salle-de-bain-l-50-cm-blanc-m
202c06099,https://www.cdiscount.com/maison/meubles-mobilier/armando-armoire-de-salle-de-bain-3-portes-l-60-c/f-11760040103-202c06099.html,www.cdiscount.com,maison,meubles-mobilier,armando-armoire-de-salle-de-bain-3-portes-l-60-c
202c06501,https://www.cdiscount.com/maison/meubles-mobilier/essentiel-colonne-de-salle-de-bain-4-portes-bl/f-11760040103-202c06501.html,www.cdiscount.com,maison,meubles-mobilier,essentiel-colonne-de-salle-de-bain-4-portes-bl
202z08096,https://www.cdiscount.com/maison/meubles-mobilier/essentiel-colonne-de-salle-de-bain-5-portes-bl/f-11760040103-202z08096.html,www.cdiscount.com,maison,meubles-mobilier,essentiel-colonne-de-salle-de-bain-5-portes-bl
202z12010,https://www.cdiscount.com/maison/meubles-mobilier/obi-cuisine-complete-4-elements-blanc-mat/f-117600304-202z12010.html,www.cdiscount.com,maison,meubles-mobilier,obi-cuisine-complete-4-elements-blanc-mat
202z30037,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-avec-colonne-four-et-plan/f-117600304-202z30037.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-avec-colonne-four-et-plan
2038l14t,https://www.cdiscount.com/maison/meubles-mobilier/parisot-zodiac-lit-adulte-140-x-190-cm-contempor/f-117601503-2038l14t.html,www.cdiscount.com,maison,meubles-mobilier,parisot-zodiac-lit-adulte-140-x-190-cm-contempor
2078l14t,https://www.cdiscount.com/maison/meubles-mobilier/parisot-zodiac-lit-adulte-industriel-140-x-190-c/f-117601503-2078l14t.html,www.cdiscount.com,maison,meubles-mobilier,parisot-zodiac-lit-adulte-industriel-140-x-190-c
2078l2ti,https://www.cdiscount.com/maison/meubles-mobilier/lit-enfant-parisot-zodiac-90x200-cm-panneaux/f-117601503-2078l2ti.html,www.cdiscount.com,maison,meubles-mobilier,lit-enfant-parisot-zodiac-90x200-cm-panneaux
213433284,https://www.cdiscount.com/maison/meubles-mobilier/meuble-salle-de-bain-synnax-1-abattant-2-nic/f-11760040104-213433284.html,www.cdiscount.com,maison,meubles-mobilier,meuble-salle-de-bain-synnax-1-abattant-2-nic
213490184,https://www.cdiscount.com/maison/meubles-mobilier/synnax-salle-de-bain-complete-meuble-sous-vasque/f-117600403-213490184.html,www.cdiscount.com,maison,meubles-mobilier,synnax-salle-de-bain-complete-meuble-sous-vasque
2270comb,https://www.cdiscount.com/maison/meubles-mobilier/lit-combine-enfant-parisot-zola-blanc-90x200-c/f-117601522-2270comb.html,www.cdiscount.com,maison,meubles-mobilier,lit-combine-enfant-parisot-zola-blanc-90x200-c
2282240,https://www.cdiscount.com/bricolage/outillage/meister-marteau-de-charpentier-600g-fixation/f-166010209-2282240.html,www.cdiscount.com,bricolage,outillage,meister-marteau-de-charpentier-600g-fixation
2361538,https://www.cdiscount.com/bricolage/peinture/wagner-pistolet-a-peinture-basse-pression-universa/f-166080401-2361538.html,www.cdiscount.com,bricolage,peinture,wagner-pistolet-a-peinture-basse-pression-universa
2361555,https://www.cdiscount.com/bricolage/peinture/wagner-pistolet-a-peinture-basse-pression-universe/f-166080401-2361555.html,www.cdiscount.com,bricolage,peinture,wagner-pistolet-a-peinture-basse-pression-universe
2380lsur,https://www.cdiscount.com/maison/meubles-mobilier/parisot-high-lit-combine-mezzanine-enfant-decor/f-117601522-2380lsur.html,www.cdiscount.com,maison,meubles-mobilier,parisot-high-lit-combine-mezzanine-enfant-decor
25378502,https://www.cdiscount.com/jardin/serre-de-jardin/serre-potager-ekju-couvercle-en-plexiglass-100/f-16328-25378502.html,www.cdiscount.com,jardin,serre-de-jardin,serre-potager-ekju-couvercle-en-plexiglass-100
25397102,https://www.cdiscount.com/jardin/amenager-decorer-le-jardin/ekju-bac-a-fleurs-carre-avec-treillis-droit-en-sap/f-163030101-25397102.html,www.cdiscount.com,jardin,amenager-decorer-le-jardin,ekju-bac-a-fleurs-carre-avec-treillis-droit-en-sap
2544lis3,https://www.cdiscount.com/maison/meubles-mobilier/parisot-lits-superposes-enfant-decor-chene-et-bl/f-11760020203-2544lis3.html,www.cdiscount.com,maison,meubles-mobilier,parisot-lits-superposes-enfant-decor-chene-et-bl
2607010608,https://www.cdiscount.com/bricolage/outillage/bosch-coffret-x-line-34-pieces-percage-vissage/f-166010120-2607010608.html,www.cdiscount.com,bricolage,outillage,bosch-coffret-x-line-34-pieces-percage-vissage
2607017063,https://www.cdiscount.com/bricolage/outillage/set-d-embouts-de-vissage-bosch-32-pieces/f-166010120-2607017063.html,www.cdiscount.com,bricolage,outillage,set-d-embouts-de-vissage-bosch-32-pieces
287b06009,https://www.cdiscount.com/maison/meubles-mobilier/extra-casseroliermeuble-bas-l-60cm-melamine-gris-m/f-11760031002-287b06009.html,www.cdiscount.com,maison,meubles-mobilier,extra-casseroliermeuble-bas-l-60cm-melamine-gris-m
287b06013,https://www.cdiscount.com/maison/meubles-mobilier/meuble-four-l-60cm-melamine-gris-mat-extra/f-11760031015-287b06013.html,www.cdiscount.com,maison,meubles-mobilier,meuble-four-l-60cm-melamine-gris-mat-extra
287b06014,https://www.cdiscount.com/maison/meubles-mobilier/meuble-four-l-60cm-melamine-noir-mat-extra/f-11760031015-287b06014.html,www.cdiscount.com,maison,meubles-mobilier,meuble-four-l-60cm-melamine-noir-mat-extra
287z18001,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-l-180cm-4-elements-gri/f-117600304-287z18001.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-l-180cm-4-elements-gri
287z18002,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-l-180cm-noir-mat/f-117600304-287z18002.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-l-180cm-noir-mat
287z24001,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-l-240cm-7-elements-gr/f-117600304-287z24001.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-l-240cm-7-elements-gr
287z24002,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-l-240cm-7-elements-n/f-117600304-287z24002.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-l-240cm-7-elements-n
287z30045,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-colonne-l-300cm-6-eleme/f-117600304-287z30045.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-colonne-l-300cm-6-eleme
287z30048,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-l-300cm-gris-mat/f-117600304-287z30048.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-l-300cm-gris-mat
287z30052,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-d-angle-l-240cm-angle-r/f-117600304-287z30052.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-d-angle-l-240cm-angle-r
287z30080,https://www.cdiscount.com/maison/meubles-mobilier/extra-cuisine-complete-colonne-l-300cm-6-eleme/f-117600304-287z30080.html,www.cdiscount.com,maison,meubles-mobilier,extra-cuisine-complete-colonne-l-300cm-6-eleme
30035741,https://www.cdiscount.com/maison/lampes/suspension-naturelle-en-bambou-beige-40-x-38-c/f-1170206-30035741.html,www.cdiscount.com,maison,lampes,suspension-naturelle-en-bambou-beige-40-x-38-c
309598,https://www.cdiscount.com/maison/meubles-mobilier/armoire-a-usages-multiples-corona-armoire-auxili/f-1176018-309598.html,www.cdiscount.com,maison,meubles-mobilier,armoire-a-usages-multiples-corona-armoire-auxili
3302ense,https://www.cdiscount.com/maison/meubles-mobilier/chambre-complete-adulte-dream-lit-140x190-200-cm/f-1176016-3302ense.html,www.cdiscount.com,maison,meubles-mobilier,chambre-complete-adulte-dream-lit-140x190-200-cm
3406buff,https://www.cdiscount.com/maison/meubles-mobilier/oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1/f-117600315-3406buff.html,www.cdiscount.com,maison,meubles-mobilier,oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1
3407buff,https://www.cdiscount.com/maison/meubles-mobilier/oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1/f-117600315-3407buff.html,www.cdiscount.com,maison,meubles-mobilier,oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1
3408buff,https://www.cdiscount.com/maison/meubles-mobilier/oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1/f-117600315-3408buff.html,www.cdiscount.com,maison,meubles-mobilier,oslo-buffet-de-120-cm-1-tiroir-et-6-portes-l-1
3580ens1,https://www.cdiscount.com/maison/meubles-mobilier/lit-enfant-escale-90x190-200-cm-decor-chene-te/f-117601503-3580ens1.html,www.cdiscount.com,maison,meubles-mobilier,lit-enfant-escale-90x190-200-cm-decor-chene-te
4020628687489,https://www.cdiscount.com/jeux-pc-video-console/xbox-series-x/saints-row-day-one-edition-jeu-xbox-series-x-et/f-1035202-4020628687489.html,www.cdiscount.com,jeux-pc-video-console,xbox-series-x,saints-row-day-one-edition-jeu-xbox-series-x-et
4046664069478,https://www.cdiscount.com/jardin/outillage-de-jardin/tondeuse-thermique-autoportee-scheppach-mr196-61/f-1632601-4046664069478.html,www.cdiscount.com,jardin,outillage-de-jardin,tondeuse-thermique-autoportee-scheppach-mr196-61
4357760,https://www.cdiscount.com/bricolage/amenagement-atelier/lot-de-3-tables-a-tapisser-meister-tables-mult/f-1660401-4357760.html,www.cdiscount.com,bricolage,amenagement-atelier,lot-de-3-tables-a-tapisser-meister-tables-mult
439030ks7t,https://www.cdiscount.com/maison/meubles-mobilier/ensemble-meuble-salle-de-bain-hambourg-l78-vasqu/f-117600403-439030ks7t.html,www.cdiscount.com,maison,meubles-mobilier,ensemble-meuble-salle-de-bain-hambourg-l78-vasqu
439030ks8t,https://www.cdiscount.com/maison/meubles-mobilier/ensemble-meuble-salle-de-bain-hambourg-l110-vas/f-117600403-439030ks8t.html,www.cdiscount.com,maison,meubles-mobilier,ensemble-meuble-salle-de-bain-hambourg-l110-vas
439030kt110,https://www.cdiscount.com/maison/meubles-mobilier/ensemble-meuble-salle-de-bain-hambourg-l110-vasq/f-117600403-439030kt110.html,www.cdiscount.com,maison,meubles-mobilier,ensemble-meuble-salle-de-bain-hambourg-l110-vasq
439030kt78,https://www.cdiscount.com/maison/meubles-mobilier/ensemble-meuble-salle-de-bain-hambourg-l78-vasqu/f-117600403-439030kt78.html,www.cdiscount.com,maison,meubles-mobilier,ensemble-meuble-salle-de-bain-hambourg-l78-vasqu
5030931125263,https://www.cdiscount.com/jeux-pc-video-console/ps5/ea-sports-ufc-5-jeu-ps5/f-1035002-5030931125263.html,www.cdiscount.com,jeux-pc-video-console,ps5,ea-sports-ufc-5-jeu-ps5
5030934125260,https://www.cdiscount.com/jeux-pc-video-console/xbox-series-x/ea-sports-ufc-5-jeu-xbox-series-x/f-1035202-5030934125260.html,www.cdiscount.com,jeux-pc-video-console,xbox-series-x,ea-sports-ufc-5-jeu-xbox-series-x
5030944125182,https://www.cdiscount.com/jeux-pc-video-console/ps4/ea-sports-fc-24-edition-standard-jeu-ps4/f-1030401-5030944125182.html,www.cdiscount.com,jeux-pc-video-console,ps4,ea-sports-fc-24-edition-standard-jeu-ps4
5030949125125,https://www.cdiscount.com/jeux-pc-video-console/nintendo-switch/ea-sports-fc-24-edition-standard-jeu-nintendo/f-1032801-5030949125125.html,www.cdiscount.com,jeux-pc-video-console,nintendo-switch,ea-sports-fc-24-edition-standard-jeu-nintendo
5030949125163,https://www.cdiscount.com/jeux-pc-video-console/ps5/ea-sports-wrc-jeu-ps5/f-1035002-5030949125163.html,www.cdiscount.com,jeux-pc-video-console,ps5,ea-sports-wrc-jeu-ps5
